"index";"Company";"TypeName";"Inches";"screen_size";"resolution_width";"resolution_height";"touchscreen";"IPS_Panel";"cpu_brand";"cpu_name";"cpu_speed";"Ram";"memory_type";"primary_storage";"secondary_storage";"gpu_brand";"gpu_name";"OpSys";"Weight";"price";"ppi"
486;"Dell";"Workstation";15.6;"medium";1080;1920;0;1;"Intel";"Core i7";2.7;16;"SSD";512;0;"Nvidia";" Quadro M620";"windows";"2.17";124569;141
487;"Dell";"Notebook";15.6;"medium";1080;1920;0;0;"Intel";"Core i7";2.8;16;"SSD";512;0;"Nvidia";" GeForce GTX 1050";"windows";"2.06";101179;141
488;"Lenovo";"Ultrabook";12.5;"small";1080;1920;0;1;"Intel";"Core i7";2.7;16;"SSD";512;0;"Intel";" HD Graphics 620";"windows";"1.36";95797;176
489;"Asus";"Ultrabook";12.5;"small";1080;1920;0;0;"Intel";"Core i7";2.7;16;"SSD";512;0;"Intel";" HD Graphics 620";"windows";"0.91";103896;176
490;"Lenovo";"Notebook";15.6;"medium";1080;1920;0;1;"Intel";"Core i5";2.5;8;"SSD";256;0;"Nvidia";" GeForce 940MX";"windows";"2.3";53919;141
491;"Toshiba";"Ultrabook";13.3;"small";1080;1920;1;0;"Intel";"Core i7";2.7;32;"SSD";512;0;"Intel";" HD Graphics 620";"windows";"1.05";149131;166
492;"Asus";"Gaming";15.6;"medium";1080;1920;0;0;"Intel";"Core i7";2.8;8;"Hybrid";128;1024;"Nvidia";" GeForce GTX 1050";"windows";"1.99";71928;141
493;"Acer";"Notebook";15.6;"medium";768;1366;0;0;"AMD";"A10-Series 9620P";2.5;8;"HDD";1024;0;"AMD";" Radeon RX 540";"windows";"2.2";30849;100
494;"Asus";"Gaming";17.3;"large";1080;1920;1;1;"Intel";"Core i7";2.6;24;"Hybrid";256;1024;"Nvidia";" GeForce GTX 965M";"windows";"4.33";67612;127
495;"Lenovo";"Ultrabook";12.5;"small";768;1366;0;1;"Intel";"Core i5";2.3;8;"SSD";180;0;"Intel";" HD Graphics 520";"windows";"1.3";58555;125
496;"Lenovo";"Notebook";15.6;"medium";1080;1920;0;0;"Intel";"Core i7";1.8;8;"SSD";256;0;"Intel";" UHD Graphics 620";"windows";"2.17";47893;141
497;"HP";"Notebook";14.0;"medium";1080;1920;0;0;"Intel";"Core i7";2.8;8;"SSD";1024;0;"Intel";" HD Graphics 620";"windows";"1.48";93187;157
498;"Lenovo";"Notebook";13.3;"small";1080;1920;0;1;"Intel";"Core i3";2.4;8;"SSD";256;0;"Intel";" HD Graphics 620";"windows";"1.4";50563;166
499;"Lenovo";"Notebook";15.6;"medium";1080;1920;0;1;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";" HD Graphics 620";"windows";"2.3";48538;141
500;"Asus";"Netbook";11.6;"small";768;1366;0;0;"Intel";"Celeron Dual";1.1;4;"Flash Storage";64;0;"Intel";" HD Graphics 500";"windows";"1.2";18115;135
501;"HP";"Notebook";15.6;"medium";768;1366;0;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"AMD";" Radeon 520";"windows";"1.91";32980;100
502;"Lenovo";"2 in 1 Convertible";13.9;"small";1080;1920;1;1;"Intel";"Core i5";1.6;8;"SSD";256;0;"Intel";" UHD Graphics 620";"windows";"1.4";85195;158
503;"Lenovo";"Notebook";14.0;"medium";768;1366;0;0;"Intel";"Celeron Dual";1.1;4;"HDD";500;0;"Intel";" HD Graphics 500";"windows";"2.1";15931;112
504;"Lenovo";"Netbook";11.6;"small";768;1366;0;0;"Intel";"Celeron Dual";1.6;4;"SSD";16;0;"Intel";" HD Graphics 400";"other";"1.25";14119;135
505;"Lenovo";"Notebook";13.3;"small";1080;1920;0;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";" HD Graphics 620";"windows";"1.44";50563;166
506;"Asus";"Notebook";15.6;"medium";1080;1920;0;0;"Intel";"Core i7";2.7;8;"Hybrid";256;1024;"Intel";" HD Graphics 620";"windows";"2";65215;141
507;"Acer";"Notebook";15.6;"medium";1080;1920;0;1;"Intel";"Core i5";1.6;4;"HDD";1024;0;"Nvidia";" GeForce MX150";"windows";"2.2";32661;141
508;"HP";"Ultrabook";13.3;"small";1080;1920;0;1;"Intel";"Core i7";2.7;8;"SSD";512;0;"Intel";" HD Graphics 620";"windows";"1.34";70489;166
509;"Lenovo";"Gaming";15.6;"medium";1080;1920;0;1;"Intel";"Core i7";2.8;8;"Hybrid";256;1024;"Nvidia";" GeForce GTX 1060";"N/A";"2.4";61219;141
510;"Dell";"Ultrabook";13.3;"small";1080;1920;1;1;"Intel";"Core i5";2.5;8;"SSD";128;0;"Intel";" HD Graphics 620";"windows";"1.29";47899;166
511;"Acer";"Notebook";15.6;"medium";1080;1920;0;0;"Intel";"Core i7";2.7;4;"HDD";500;0;"Nvidia";" GeForce 940MX";"windows";"2.2";34046;141
512;"Dell";"Notebook";15.6;"medium";1080;1920;0;0;"Intel";"Core i5";2.5;8;"HDD";1024;0;"Intel";" HD Graphics 620";"windows";"2.18";44542;141
513;"Dell";"Notebook";15.6;"medium";1080;1920;0;0;"Intel";"Core i7";1.8;16;"Hybrid";256;2048;"AMD";" Radeon 530";"windows";"2.2";64961;141
514;"Xiaomi";"Notebook";15.6;"medium";1080;1920;0;1;"Intel";"Core i7";1.8;16;"SSD";256;0;"Nvidia";" GeForce MX150";"N/A";"1.95";74589;141
515;"Asus";"Netbook";11.6;"small";768;1366;0;0;"Intel";"Celeron Dual";1.1;2;"Flash Storage";32;0;"Intel";" HD Graphics 500";"windows";"1.1";13054;135
516;"HP";"Notebook";15.6;"medium";768;1366;1;0;"Intel";"Core i5";1.6;4;"HDD";1024;0;"Intel";" UHD Graphics 620";"windows";"2.04";27784;100
517;"Asus";"Gaming";15.6;"medium";1080;1920;0;0;"Intel";"Core i7";2.8;24;"SSD";512;0;"Nvidia";" GeForce GTX1080";"windows";"2.24";158135;141
518;"HP";"Notebook";15.6;"medium";1080;1920;0;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Nvidia";" GeForce 930MX";"windows";"2.04";47366;141
519;"Asus";"Gaming";17.3;"large";1080;1920;0;0;"Intel";"Core i7";2.8;16;"Hybrid";256;1024;"Nvidia";" GeForce GTX1050 Ti";"windows";"3";80133;127
520;"Lenovo";"Gaming";15.6;"medium";1080;1920;0;1;"Intel";"Core i7";2.8;8;"Hybrid";256;1024;"Nvidia";" GeForce GTX 1060";"windows";"3.2";74539;141
521;"HP";"Ultrabook";13.3;"small";1080;1920;0;1;"Intel";"Core i7";2.7;8;"SSD";256;0;"Intel";" HD Graphics 620";"windows";"1.32";74539;166
522;"Dell";"Notebook";14.0;"medium";1080;1920;0;0;"Intel";"Core i5";2.6;8;"SSD";256;0;"Intel";" HD Graphics 620";"windows";"1.64";68184;157
523;"HP";"Notebook";15.6;"medium";768;1366;0;0;"Intel";"Core i3";2.0;4;"SSD";128;0;"Intel";" HD Graphics 520";"windows";"1.63";36710;100
524;"Dell";"Notebook";17.3;"large";1080;1920;0;1;"Intel";"Core i5";1.6;8;"Hybrid";128;1024;"AMD";" Radeon 530";"linux";"2.8";47366;127
525;"Lenovo";"Notebook";24.0;"large";1080;1920;0;0;"Intel";"Core i5";2.3;8;"SSD";256;0;"Intel";" HD Graphics 520";"windows";"2.02";71395;92
526;"Lenovo";"Notebook";15.6;"medium";1080;1920;0;0;"Intel";"Core i7";2.7;4;"HDD";1024;0;"Nvidia";" GeForce 920MX";"windows";"2.2";42571;141
527;"Lenovo";"Notebook";15.6;"medium";768;1366;0;0;"Intel";"Core i3";2.0;8;"HDD";2048;0;"Nvidia";" GeForce 920MX ";"N/A";"2.2";24456;100
528;"Dell";"Notebook";15.6;"medium";1080;1920;0;0;"Intel";"Core i5";2.5;4;"HDD";500;0;"AMD";" Radeon R5 M430";"windows";"2.3";31169;141
529;"Dell";"Notebook";15.6;"medium";1080;1920;0;0;"Intel";"Core i5";2.8;8;"SSD";256;0;"Intel";" HD Graphics 620";"windows";"1.9";73367;141
530;"Dell";"Gaming";17.3;"large";1080;1920;0;1;"Intel";"Core i7";2.8;16;"Hybrid";128;1024;"Nvidia";" GeForce GTX 1070";"windows";"4.42";160520;127
531;"Toshiba";"Notebook";15.6;"medium";1080;1920;0;1;"Intel";"Core i5";2.5;8;"HDD";500;0;"Intel";" HD Graphics 620";"windows";"2.0";45821;141
532;"Asus";"Notebook";15.6;"medium";2160;3840;0;1;"Intel";"Core i7";2.7;8;"Hybrid";256;1024;"Nvidia";" GeForce GTX 960M";"windows";"2";69211;282
533;"Mediacom";"Notebook";13.3;"small";1080;1920;0;1;"Intel";"Celeron Quad";1.1;4;"SSD";32;0;"Intel";" HD Graphics 500";"windows";"1.2";19660;166
534;"Asus";"Gaming";15.6;"medium";1080;1920;0;1;"Intel";"Core i5";2.5;8;"Hybrid";128;1024;"Nvidia";" GeForce GTX 1060";"windows";"2.3";87859;141
535;"Dell";"Notebook";15.6;"medium";1080;1920;0;0;"Intel";"Core i7";2.8;8;"SSD";256;0;"Nvidia";" GeForce 930MX";"windows";"1.93";72940;141
536;"Dell";"Notebook";15.6;"medium";1080;1920;0;0;"Intel";"Core i5";1.6;8;"SSD";256;0;"AMD";" Radeon 530";"windows";"2.2";42486;141
537;"HP";"Notebook";15.6;"medium";1080;1920;0;0;"Intel";"Pentium Quad";1.6;4;"SSD";256;0;"Intel";" HD Graphics 405";"windows";"1.86";21258;141
538;"HP";"Gaming";17.3;"large";1080;1920;0;0;"Intel";"Core i7";2.8;12;"HDD";1024;0;"Nvidia";" GeForce GTX 1060";"windows";"2.62";95851;127
539;"Lenovo";"Notebook";14.0;"medium";1080;1920;0;1;"Intel";"Core i7";2.7;8;"SSD";256;0;"Nvidia";" GeForce 940MX";"windows";"1.87";45768;157
540;"Dell";"Ultrabook";13.3;"small";1800;3200;1;0;"Intel";"Core i7";1.8;8;"SSD";256;0;"Intel";" UHD Graphics 620";"windows";"1.2";74539;276
541;"Dell";"Notebook";14.0;"medium";1080;1920;0;0;"Intel";"Core i3";2.0;4;"SSD";128;0;"Intel";" HD Graphics 520";"windows";"1.6";39207;157
542;"HP";"Ultrabook";13.3;"small";1800;3200;0;1;"Intel";"Core i7";2.7;8;"SSD";256;0;"Intel";" HD Graphics 620";"windows";"1.34";61006;276
543;"Acer";"Gaming";15.6;"medium";1080;1920;0;0;"Intel";"Core i5";2.5;8;"HDD";1024;0;"Nvidia";" GeForce GTX 1050";"linux";"2.4";42517;141
544;"Asus";"Notebook";15.6;"medium";768;1366;0;0;"AMD";"E-Series 7110";1.8;4;"HDD";500;0;"AMD";" Radeon R2 Graphics";"windows";"2";18595;100
545;"HP";"Notebook";15.6;"medium";1080;1920;0;0;"Intel";"Core i3";2.4;4;"SSD";128;0;"Intel";" HD Graphics 620";"windows";"2.1";37589;141
546;"Lenovo";"Notebook";14.0;"medium";1080;1920;0;0;"Intel";"Core i5";2.5;4;"HDD";500;0;"Intel";" HD Graphics 620";"windows";"1.87";41825;157
547;"Lenovo";"Notebook";15.6;"medium";1080;1920;0;0;"Intel";"Core i5";2.3;4;"HDD";1024;0;"Intel";" HD Graphics 520";"N/A";"2.15";24634;141
548;"HP";"Notebook";15.6;"medium";1080;1920;0;0;"Intel";"Core i3";2.0;4;"HDD";500;0;"Intel";" HD Graphics 520";"windows";"1.86";21152;141
549;"Lenovo";"Notebook";15.6;"medium";1080;1920;0;1;"Intel";"Core i7";2.7;8;"SSD";512;0;"Intel";" HD Graphics 620";"windows";"1.99";92121;141
550;"Lenovo";"Notebook";15.6;"medium";1080;1920;0;0;"Intel";"Core i3";2.0;4;"SSD";128;0;"Intel";" HD Graphics 520";"windows";"2.2";26587;141
551;"Dell";"Notebook";15.6;"medium";1080;1920;0;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";" HD Graphics 620";"windows";"1.9";59513;141
552;"Dell";"Gaming";17.3;"large";1080;1920;0;1;"Intel";"Core i7";2.8;16;"Hybrid";256;1024;"Nvidia";" GeForce GTX 1070";"windows";"4.42";143803;127
553;"HP";"Notebook";17.3;"large";900;1600;0;0;"Intel";"Core i3";2.0;8;"HDD";1024;0;"Intel";" HD Graphics 520";"windows";"2.65";28992;106
554;"HP";"Notebook";17.3;"large";1080;1920;0;0;"Intel";"Core i7";2.7;8;"HDD";1024;0;"Nvidia";" GeForce 930MX";"windows";"2.63";68198;127
555;"Asus";"Notebook";15.6;"medium";768;1366;0;0;"Intel";"Celeron Dual";1.1;4;"HDD";500;0;"Intel";" HD Graphics 500";"linux";"2";11935;100
556;"Mediacom";"Notebook";13.3;"small";1080;1920;0;1;"Intel";"Atom x5-Z8350";1.4;4;"Flash Storage";32;0;"Intel";" HD Graphics";"windows";"1.35";13586;166
557;"Lenovo";"Notebook";17.3;"large";900;1600;0;0;"Intel";"Core i7";2.7;6;"Hybrid";128;1024;"Nvidia";" GeForce 940MX";"windows";"2.8";50563;106
558;"HP";"Notebook";15.6;"medium";1080;1920;0;1;"AMD";"A10-Series A10-9620P";2.5;6;"SSD";128;0;"AMD";" Radeon 530";"windows";"1.91";30311;141
559;"Dell";"Notebook";15.6;"medium";768;1366;0;0;"Intel";"Core i3";2.0;4;"HDD";1024;0;"AMD";" Radeon R5 M420";"windows";"2.18";32922;100
560;"Acer";"2 in 1 Convertible";11.6;"small";1080;1920;1;1;"Intel";"Celeron Dual";2.0;4;"Flash Storage";32;0;"Intel";" HD Graphics 500";"windows";"1.25";18595;190
561;"Lenovo";"Notebook";15.6;"medium";1080;1920;0;0;"Intel";"Core i3";2.7;4;"SSD";128;0;"Intel";" HD Graphics 620";"windows";"2.05";33566;141
562;"HP";"Ultrabook";13.3;"small";1800;3200;1;1;"Intel";"Core M";1.2;16;"SSD";512;0;"Intel";" HD Graphics 515";"windows";"1.16";104695;276
563;"Lenovo";"Notebook";17.3;"large";1080;1920;0;1;"Intel";"Core i7";2.8;8;"SSD";256;0;"Nvidia";" Quadro M620M";"windows";"3.4";159787;127
564;"Asus";"Notebook";15.6;"medium";1080;1920;0;0;"Intel";"Core i5";2.5;8;"Hybrid";128;1024;"Nvidia";" GeForce GTX 1050";"windows";"2.5";44702;141
565;"Dell";"Ultrabook";13.3;"small";2160;3840;1;1;"Intel";"Core i5";1.6;8;"SSD";128;0;"Intel";" UHD Graphics 620";"windows";"1.21";85195;331
566;"Dell";"Notebook";15.6;"medium";768;1366;0;0;"Intel";"Core i5";2.6;4;"HDD";500;0;"Intel";" HD Graphics 620";"windows";"1.93";51096;100
568;"Lenovo";"Notebook";15.6;"medium";1080;1920;0;0;"Intel";"Pentium Quad";1.1;4;"HDD";500;0;"Intel";" HD Graphics 505";"windows";"2.2";18328;141
569;"Lenovo";"Notebook";14.0;"medium";768;1366;0;0;"Intel";"Core i5";2.5;4;"HDD";500;0;"Intel";" HD Graphics 620";"windows";"2.02";52747;112
570;"HP";"Workstation";17.3;"large";900;1600;0;0;"Intel";"Core i5";2.8;8;"HDD";500;0;"Nvidia";" Quadro M1200";"windows";"3.14";99154;106
571;"HP";"Notebook";14.0;"medium";768;1366;0;0;"Intel";"Pentium Quad";1.6;8;"HDD";2048;0;"Intel";" HD Graphics 405";"windows";"1.94";20726;112
572;"HP";"Notebook";15.6;"medium";1080;1920;0;1;"AMD";"A9-Series A9-9420";3.0;6;"SSD";256;0;"AMD";" Radeon 530";"windows";"1.95";34579;141
573;"Lenovo";"Notebook";15.6;"medium";1080;1920;0;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";" HD Graphics 620";"windows";"2.3";44222;141
574;"Lenovo";"Notebook";15.6;"medium";1080;1920;0;0;"Intel";"Core i5";1.6;4;"HDD";500;0;"Intel";" HD Graphics 620";"windows";"2.05";36497;141
575;"Mediacom";"Notebook";14.0;"medium";1080;1920;0;0;"Intel";"Atom x5-Z8350";1.4;4;"SSD";32;0;"Intel";" HD Graphics";"windows";"1.4";13267;157
576;"Toshiba";"Ultrabook";14.0;"medium";1080;1920;1;0;"Intel";"Core i7";2.7;16;"SSD";512;0;"Intel";" HD Graphics 620";"windows";"1.24";99367;157
577;"Lenovo";"Gaming";17.3;"large";1080;1920;0;1;"Intel";"Core i7";2.7;32;"Hybrid";256;1024;"Nvidia";" GeForce GTX 1070";"windows";"4.6";141885;127
578;"MSI";"Gaming";17.3;"large";1080;1920;0;0;"Intel";"Core i7";2.9;16;"Hybrid";512;1024;"Nvidia";" GeForce GTX 1070";"windows";"4.14";145401;127
579;"Dell";"Notebook";15.6;"medium";1080;1920;0;0;"Intel";"Core i7";2.7;8;"SSD";256;0;"AMD";" Radeon R5 M430";"linux";"2.2";39907;141
580;"Mediacom";"Notebook";14.0;"medium";1080;1920;0;1;"Intel";"Celeron Quad";1.1;4;"SSD";32;0;"Intel";" HD Graphics 500";"windows";"1.45";20726;157
581;"Dell";"Notebook";15.6;"medium";768;1366;0;0;"Intel";"Core i5";2.6;8;"HDD";500;0;"Intel";" HD Graphics 620";"windows";"1.9";53734;100
582;"HP";"Notebook";13.3;"small";1080;1920;0;0;"Intel";"Core i3";2.4;4;"SSD";128;0;"Intel";" HD Graphics 620";"windows";"1.49";38308;166
583;"Dell";"Notebook";15.6;"medium";1080;1920;0;0;"Intel";"Core i7";2.8;16;"SSD";256;0;"Nvidia";" GeForce 930MX";"windows";"1.93";81912;141
584;"Dell";"Netbook";11.6;"small";768;1366;0;0;"Intel";"Celeron Dual";1.6;4;"Flash Storage";16;0;"Intel";" HD Graphics 400";"other";"1.26";15718;135
585;"MSI";"Gaming";17.3;"large";1080;1920;0;0;"Intel";"Core i7";2.7;16;"Hybrid";128;1024;"Nvidia";" GeForce GTX 980M";"windows";"4.5";125155;127
586;"HP";"Gaming";17.3;"large";1080;1920;0;1;"Intel";"Core i7";2.8;16;"Hybrid";256;1024;"Nvidia";" GeForce GTX 1050";"windows";"3.78";79813;127
587;"Lenovo";"Ultrabook";14.0;"medium";1080;1920;0;1;"Intel";"Core i7";2.6;12;"SSD";256;0;"Intel";" HD Graphics 520";"windows";"8.4";89137;157
588;"Lenovo";"Notebook";15.6;"medium";768;1366;1;0;"Intel";"Core i7";1.8;12;"HDD";1024;0;"Intel";" HD Graphics 620";"windows";"2.2";32448;100
589;"Asus";"Gaming";17.3;"large";1080;1920;0;1;"Intel";"Core i5";2.5;8;"Hybrid";128;1024;"Nvidia";" GeForce GTX 1060";"windows";"2.73";94306;127
590;"Asus";"2 in 1 Convertible";15.6;"medium";768;1366;1;0;"Intel";"Core i5";2.5;8;"HDD";1024;0;"Intel";" HD Graphics 520";"windows";"2.2";39374;100
591;"Lenovo";"Notebook";15.6;"medium";1080;1920;0;0;"AMD";"A12-Series 9720P";3.6;12;"SSD";512;0;"AMD";" Radeon 530";"windows";"2.2";50563;141
592;"Dell";"2 in 1 Convertible";31.6;"large";768;1366;1;0;"Intel";"Core M";1.0;4;"SSD";128;0;"Intel";" HD Graphics 615";"windows";"1.39";32128;50
593;"Samsung";"Notebook";15.6;"medium";1080;1920;0;0;"Intel";"Core i7";2.8;16;"Hybrid";128;1024;"Nvidia";" GeForce GTX 1050";"windows";"2.5";90523;141
594;"Lenovo";"Notebook";17.3;"large";1080;1920;0;0;"Intel";"Core i3";2.0;4;"HDD";500;0;"Intel";" HD Graphics 520";"N/A";"2.8";28185;127
595;"Lenovo";"Notebook";15.6;"medium";768;1366;0;0;"Intel";"Core i3";2.3;8;"HDD";1024;0;"Intel";" HD Graphics 520";"windows";"2.29";24456;100
596;"Lenovo";"2 in 1 Convertible";13.3;"small";1080;1920;1;1;"Intel";"Core i7";2.7;8;"SSD";512;0;"Intel";" HD Graphics 620";"windows";"1.37";107892;166
597;"Lenovo";"Notebook";14.0;"medium";1080;1920;0;1;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";" HD Graphics 630";"windows";"1.7";78535;157
598;"Dell";"2 in 1 Convertible";12.5;"small";1080;1920;1;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";" HD Graphics 620";"windows";"1.34";88978;176
599;"Dell";"Workstation";15.6;"medium";1080;1920;1;0;"Intel";"Core i7";2.8;8;"SSD";256;0;"Nvidia";" Quadro M620";"windows";"2.06";93933;141
600;"HP";"Notebook";15.6;"medium";1080;1920;0;0;"Intel";"Core i7";2.7;8;"SSD";256;0;"Intel";" HD Graphics 620";"windows";"1.84";64948;141
601;"HP";"Notebook";15.6;"medium";768;1366;0;0;"Intel";"Core i3";2.4;4;"HDD";500;0;"Intel";" HD Graphics 620";"windows";"2.1";35617;100
602;"Acer";"Notebook";14.0;"medium";1080;1920;0;0;"Intel";"Celeron Quad";1.1;4;"Flash Storage";32;0;"Intel";" HD Graphics 500";"windows";"1.6";17529;157
603;"MSI";"Gaming";17.3;"large";1080;1920;0;0;"Intel";"Core i7";2.7;16;"Hybrid";128;1024;"Nvidia";" GeForce GTX 970M";"windows";"4.14";117163;127
604;"Dell";"Notebook";15.6;"medium";768;1366;0;0;"Intel";"Core i3";2.0;4;"HDD";1024;0;"AMD";" Radeon R5 M420";"linux";"2.18";24775;100
605;"MSI";"Gaming";15.6;"medium";2160;3840;0;0;"Intel";"Core i7";2.8;16;"Hybrid";256;2048;"Nvidia";" GeForce GTX 1060";"windows";"1.8";122491;282
606;"Toshiba";"Notebook";15.6;"medium";1080;1920;0;1;"Intel";"Core i7";2.5;8;"SSD";256;0;"Intel";" HD Graphics 520";"windows";"2.2";74539;141
607;"Lenovo";"Notebook";15.6;"medium";1080;1920;0;0;"Intel";"Core i5";2.5;6;"HDD";1024;0;"Intel";" HD Graphics 620";"windows";"2.4";30050;141
608;"Lenovo";"2 in 1 Convertible";15.6;"medium";1080;1920;1;1;"Intel";"Core i7";2.8;8;"SSD";256;0;"Intel";" HD Graphics 630";"windows";"2";69211;141
609;"Acer";"Notebook";14.0;"medium";768;1366;0;0;"Intel";"Pentium Quad";1.6;4;"Flash Storage";128;0;"Intel";" HD Graphics 405";"windows";"1.6";18595;112
610;"Lenovo";"Notebook";15.6;"medium";2160;3840;0;1;"Intel";"Xeon E3-1535M";3.1;32;"SSD";1024;0;"Nvidia";" Quadro M2200M";"windows";"2.5";261019;282
611;"Dell";"Gaming";15.6;"medium";1080;1920;0;0;"Intel";"Core i7";2.6;16;"HDD";1024;0;"Nvidia";" GeForce GTX 960<U+039C>";"windows";"2.59";46834;141
612;"Dell";"Notebook";15.6;"medium";768;1366;0;0;"Intel";"Core i3";2.0;4;"HDD";1024;0;"Intel";" HD Graphics 520";"linux";"2.18";23651;100
613;"Dell";"Notebook";15.6;"medium";768;1366;0;0;"Intel";"Core i3";2.0;4;"HDD";1024;0;"Intel";" HD Graphics 520";"linux";"2.25";19128;100
614;"Dell";"Notebook";15.6;"medium";768;1366;0;0;"Intel";"Core i5";2.6;4;"HDD";500;0;"Intel";" HD Graphics 620";"linux";"1.93";46300;100
615;"Asus";"Gaming";17.3;"large";1080;1920;0;0;"Intel";"Core i7";2.8;8;"Hybrid";128;1024;"Nvidia";" GeForce GTX 1050";"windows";"3";62231;127
617;"HP";"Ultrabook";15.6;"medium";1080;1920;0;0;"Intel";"Core i7";2.7;8;"SSD";512;0;"Intel";" HD Graphics 620";"windows";"1.84";74006;141
618;"MSI";"Gaming";15.6;"medium";1080;1920;0;0;"Intel";"Core i7";2.8;16;"Hybrid";256;1024;"Nvidia";" GeForce GTX 1070";"windows";"2.94";120832;141
619;"Acer";"2 in 1 Convertible";11.6;"small";768;1366;1;1;"Intel";"Celeron Quad";1.6;4;"Flash Storage";32;0;"Intel";" HD Graphics 400";"other";"1.25";20193;135
620;"HP";"Notebook";14.0;"medium";768;1366;0;0;"Intel";"Core i5";2.6;8;"SSD";256;0;"Intel";" HD Graphics 620";"windows";"2.31";59887;112
621;"Lenovo";"Notebook";14.0;"medium";1080;1920;0;0;"Intel";"Core i5";2.3;8;"SSD";256;0;"Intel";" HD Graphics 520";"windows";"1.65";78055;157
622;"Dell";"Notebook";15.6;"medium";1080;1920;0;0;"Intel";"Core i5";1.6;4;"HDD";1024;0;"AMD";" Radeon 530";"windows";"2.2";41345;141
623;"Fujitsu";"Notebook";15.6;"medium";768;1366;0;0;"Intel";"Core i5";2.5;8;"SSD";256;0;"Intel";" HD Graphics 620";"windows";"2.2";42571;100
624;"HP";"Notebook";15.6;"medium";768;1366;0;0;"Intel";"Core i5";2.3;4;"HDD";500;0;"Intel";" HD Graphics 520";"windows";"1.88";49657;100
626;"Mediacom";"Notebook";14.0;"medium";1080;1920;0;0;"Intel";"Atom x5-Z8350";1.4;2;"Flash Storage";32;0;"Intel";" HD Graphics";"windows";"1.4";12734;157
627;"Lenovo";"Notebook";15.6;"medium";1080;1920;0;0;"Intel";"Core i5";2.5;4;"SSD";128;0;"Intel";" HD Graphics 620";"N/A";"2.2";24935;141
628;"Asus";"2 in 1 Convertible";13.3;"small";1080;1920;1;0;"Intel";"Core i5";2.5;6;"HDD";1024;0;"Intel";" HD Graphics 620";"windows";"1.5";34046;166
630;"Asus";"Ultrabook";14.0;"medium";1080;1920;0;0;"Intel";"Core i7";2.7;16;"SSD";512;0;"Intel";" HD Graphics 620";"windows";"11.1";101232;157
631;"Dell";"Gaming";15.6;"medium";1080;1920;0;0;"Intel";"Core i7";2.8;16;"Hybrid";256;1024;"Nvidia";" GeForce GTX 1050 Ti";"windows";"2.62";78801;141
632;"Lenovo";"Notebook";15.6;"medium";1080;1920;0;0;"Intel";"Core i5";1.6;4;"SSD";256;0;"Intel";" UHD Graphics 620";"windows";"1.8";44169;141
633;"Lenovo";"Notebook";15.6;"medium";1080;1920;0;0;"Intel";"Core i3";2.0;4;"HDD";1024;0;"Nvidia";" GeForce 920MX ";"windows";"2.2";30849;141
634;"Asus";"Notebook";15.6;"medium";768;1366;0;0;"Intel";"Celeron Dual";1.1;8;"HDD";1024;0;"Intel";" HD Graphics 500";"windows";"2";21259;100
635;"Asus";"Notebook";15.6;"medium";1080;1920;0;0;"Intel";"Core i5";2.5;8;"HDD";1024;0;"Nvidia";" GeForce GTX 1050";"windows";"1.99";48305;141
636;"Dell";"Ultrabook";13.3;"small";1800;3200;1;0;"Intel";"Core i5";1.6;8;"SSD";256;0;"Intel";" UHD Graphics 620";"windows";"1.23";99580;276
637;"Lenovo";"Notebook";14.0;"medium";768;1366;0;0;"Intel";"Celeron Dual";1.6;2;"Flash Storage";32;0;"Intel";" HD Graphics 400";"windows";"1.42";13267;112
638;"Lenovo";"2 in 1 Convertible";13.3;"small";1080;1920;1;1;"Intel";"Core i7";2.7;8;"SSD";256;0;"Intel";" HD Graphics 620";"windows";"1.37";93635;166
639;"Dell";"Notebook";15.6;"medium";2160;3840;1;0;"Intel";"Core i7";2.8;16;"SSD";1024;0;"Nvidia";" GeForce GTX 1050";"windows";"2.06";127819;282
640;"Lenovo";"Gaming";15.6;"medium";1080;1920;0;1;"Intel";"Core i7";2.8;8;"Hybrid";128;1024;"Nvidia";" GeForce GTX 1050M";"windows";"2.5";59088;141
641;"HP";"Notebook";17.0;"large";900;1600;0;0;"AMD";"A9-Series 9420";3.0;8;"HDD";1024;0;"AMD";" Radeon R5";"windows";"2.6";27754;108
642;"Lenovo";"Ultrabook";14.0;"medium";1080;1920;0;1;"Intel";"Core i7";2.7;16;"SSD";512;0;"Intel";" HD Graphics 620";"windows";"1.14";130536;157
643;"Asus";"Gaming";15.6;"medium";1080;1920;0;1;"Intel";"Core i7";2.8;8;"HDD";1024;0;"Nvidia";" GeForce GTX 1050 Ti";"N/A";"2.5";62284;141
644;"Acer";"Notebook";15.6;"medium";768;1366;0;0;"Intel";"Core i3";2.0;4;"HDD";500;0;"Intel";" HD Graphics 520";"windows";"2.4";23976;100
